id,phone,email
cb3f4dd8-7a28-42d4-b5f2-ae90a6e91f71,210-241-0312,imeldasponce@gmail.com
7d24cd84-07a5-4a8c-83b4-f690ac578c05,301-697-1029,tarrahdawn58@gmail.com
124ffb7d-f9fc-4fcf-95c1-3b016a90a621,513-742-4247,exclusively.his@hotmail.com
9a7e7af9-94ea-4f3d-9ea4-624e6114a7e6,246-417-3033,richardproverbs@caribsurf.com
b6286b81-89fa-47c7-bc9d-042006bf4cc9,888-506-8112,christinepusateriltd@gmail.com
3b2126ed-9152-4b26-ade6-00eeb4b73c02,239-261-4741,suzannesimages@gmail.com
528ad838-1320-48e6-8b16-1281807a5ee6,615-376-6010,michael@wegrowhair.com
9399cfb8-372b-4d81-890a-23f364ef755c,319-366-7464,hrciowa@gmail.com
62597533-0eac-4f52-841c-d04d0351b29d,609-584-9875,imagesop@aol.com
1c6f453f-9a12-4e06-836d-c672ce770c63,614-268-5578,carmencita7943@aol.com
3df770d9-ea9a-4dd7-9552-7ca9daf3ebfa,856-985-1225,pbrown@rizzieri.com
899c201f-16c7-49e7-ac19-cb511d254b43,407-599-1963,adrcreativehair@aol.com
a5832e2c-5b3d-43ec-998d-190a8b8d89ad,219-736-7300,leslie@maneimagehair.com
e35bb1e3-4122-4886-a541-d980691f98a9,310-922-3225,shivaroohi@hotmail.com
0750e8cf-f787-4c15-ad22-8f8fbb6d0878,617-630-0048,arottler@salonalon.com
548ac686-d00e-420c-9fd4-929a7ff51777,01706 620353,lisa@hairgrowthstudio.co.uk
d23fd203-5398-484d-bedb-e705fc8bbcca,239-254-9100,ladonnaroye@comcast.net
35444417-dc06-4712-8a2f-a56a9916c897,905 821 1092,amalia@trulyyou.ca
8407e407-0dc4-44ff-808f-d4ed88d0cc10,813-269-4247,brussell4u@aol.com
f04b4077-9f3a-471b-b010-f6099776f38d,724-438-0676,mojo@jrhair.com
647e141d-c8b9-4576-8033-7536f504d384,630-493-9300,tubellahair@gmail.com
5870fec4-0856-4806-842c-ec01a2526898,937-298-9222,beccas3700@yahoo.com
f56a5696-21e6-4c67-8762-3747226be193,773-539-0266,grace@hairbasesalon.com
9292085e-a36b-40e3-841e-5458d5403068,49-0-6897-75001,info@schillo.de
fdb79eab-7db5-449e-a780-1d597a782d36,203-792-1800,hlcfw@aol.com
21a77062-0f54-4de0-aa61-220b2257c91f,212 481-3939,aestheticdoc@aol.com
5079db79-bd38-4a3d-baba-b4415becbc08,212-325-4072,ertac@novahair.com.tr
a181c775-7dc3-4126-9468-65040489b449,352-215-0832,hairbybryandean@gmail.com
6705096b-928d-41bb-82cd-d1e7f0f53442,513-891-5411,jeanne@allusionshair.com
9edd6786-ad91-4247-af87-dacaaddcbd3e,540-342-4000,jim.shepperd@gmail.com
be46ce32-d608-4a55-a328-0b6589adf533,585-750-3842,dsidoti@rochester.rr.com
82221185-4db3-467a-b9b2-3a9142fce0ab,301-790-2090,msimpson0919@yahoo.com
5de5ed1d-30bb-40f9-8312-f083f89508bf,585-475-0010,bspitale@rochester.rr.com
804319ae-b411-4193-a237-150f6ecb1a1f,207-571-3277,madelineshair@gmail.com
00c1c24b-b6e3-4103-8161-2556dd41f8d9,541-484-2790,jannamiragehair@gmail.com
fa1e079c-4a52-48a7-9ab6-ff27626c650e,613-266-6054,maureen@lovemyhair.ca
5ece1dda-2ed4-418c-ab94-660068c8f6c6,818-225-2000,jill@thursdayscalabasas.com
72143776-0c17-48d5-afc6-e9e412b1fa34,518-250-5569,diane@manesolution.com
fc3173eb-7e8e-4323-8be8-505f986521db,804-323-4040,hairsolve@outlook.com
b42f452b-775f-4b37-a9c9-fb1845549403,615-614-3755,info@ahlc.org
c32b335e-eaea-4fa0-8b58-4499f7552616,404-889-8945,harold@nuvidahair.com
c6463b71-d479-4277-a4ae-164479d0c3be,225-622-4357,askthetrichologist@yahoo.com
1c866017-ce55-4190-9b17-58ac800282e9,920-458-2661,usadelshair@hotmail.com
6d7504a3-4ae1-48fa-abc6-d7bdaf11f988,216-307-4499,tmvanscoy@vanscoyhair.com
49a82ec9-0da5-4785-9df5-4e8c426e192d,678-770-4465,miamourcollection@gmail.com
72f940ab-56b8-407e-9ce4-8750e417d281,610-585-7813,michvfig@hotmail.com
86572ec1-9332-425f-947b-b92454c2c4bb,734-379-7048,childrenwithhairloss@hotmail.com
632acaee-62bd-4f97-813b-a28da921b6f6,310-702-5806,larivreeken@aol.com
ed3b7a6d-574c-41d7-8413-4ac5f545b5f5,781-444-4414,nikki@pkwalsh.com
01e0170d-3ffa-47fa-8f98-d61bde0cd7c6,315-454-3132,profilesbykristinltd@yahoo.com
1592957b-0cb9-4b8b-8e32-7d6bc30bd793,317-871-7330,lweeks@transitionsindy.com
5480a5d7-9282-4f93-8bf1-944f76c38c95,970-407-9730,oldtownhair@gmail.com
7fd571f8-99c7-4ba1-b3a4-c1952e4231de,(941) 217-5103,info@markwestonhair.com
97c6c2e7-56de-48f0-a871-110d3304ed80,(02) 9212 4950,enquiries@transitionshair.com.au
c840c861-637f-4c10-8776-caa26f8643c0,941-356-2490,pwood4@verizon.net
24575a62-68ae-4f93-8fe2-2e43961a25e0,770-642-6003,absoluteimage@bellsouth.net
bd2c5b83-ce03-45b3-a655-25ce5d04701f,513-386-7255,jeanninewright412@gmail.com
96338dec-7137-4a9d-9c22-4410d1e9c655,617-247-4900,thesalonat10newbury@gmail.com
f514ab90-fc85-4c2b-b104-8818971645cd,813-932-5327,customhairtampabay@gmail.com
9e62796b-b29c-4f16-ba88-d395ae9207d4,323-651-4111,doris@hairartinc.com
4eaa7609-026b-4753-8eb4-7b46cdd2c615,404-231-3100,sue@hrsatl.com
3c2fa9d2-27bc-4fab-b53d-339dacd74591,920-499-3300,keithshaircenter@aol.com
a434fb08-f73b-4bc2-8b15-e647cc5f2b27,949-273-8400,deborarouthe@me.com
74a57a3b-cc52-4483-bcc8-a511ccb943cd,631-737-2850,info@wigallure.com
f3584882-61c0-44c2-b10c-819e4ffad2ea,301-884-3553,gwenbeverly1@gmail.com
8db7af39-8a1d-41f5-a455-777e638893ee,276-632-3198,wigsunlimitedva@yahoo.com
aab76a1b-ac59-4a46-910c-e256665b10e2,414-778-2030,mel@2900place.com
ab481ed8-bb57-4c28-8f02-15a54765eba6,941-924-5969,cniro129@gmail.com
8bf6e9fd-e385-4eae-b9d0-596efc395652,812-634-0018,newyou@frontier.com
7af343f8-629e-40d0-a892-9dc25557ad7b,206-441-3242,
8aada19d-b45e-469e-ac6b-b11e174509de,610-687-5700,maryanne@lovemyhairagain.com
90c4481c-266f-4aee-841a-2e7a664577d3,214-783-9381,wild4wigs@tx.rr.com
8f53bcd1-954e-474e-838f-39996a7a9246,773-380-8888,anthony@amsdesigns.com
cf50207e-b5b8-4658-a7fd-d4fdd06dbdc3,713-974-1808,cpuig@hairrestorationhouston.com
79b2b274-158e-44e4-bd33-4abec26da4e1,903-561-9697,crystina@positivehair.com
14d65896-5987-417d-aced-2fe91cfc4a88,323-799-3332,brhairandunits@yahoo.com
10c96248-255e-40be-95c9-b295e4ed62ad,602-234-3381,stylistics@cox.net
b600f19e-bbed-49c5-a254-5e99d5a75686,+90532 6152161,gokhanormen@gmail.com
7061675a-5a9f-4de0-8ec8-790ad1f3d313,678-643-2373,lisa@lfhairsolutions.com
0e5a89b4-3eed-462e-be02-e08ace93c2a1,512-789-5630,shanna@haredu.com
d2c64a75-1271-4235-bc98-8a56ded3d4d1,757-463-7026,theremedyhairsalon@gmail.com
8acf2c62-81c8-499d-b1ed-365d1112c373,+6689-897-7479,wtamwiwat@hairartinter.com
020f3844-fce1-4c72-b9a3-62ea855167a0,617-834-3333,nancyvbrown100@gmail.com
dffb8393-b148-4345-8b6f-457ead9f8d77,601-260-6604,k_east@bellsouth.net
4255878b-a98d-4830-9f56-6ded10331d98,416-923-7747,michael@continentalhair.com
b1291c9a-8ecb-41fc-9944-350b09d2d52a,508-995-7085,yvettedennis1@yahoo.com
e59b8af7-d4da-408c-9a48-696e6b123e94,1214548180,gemma@optimahair.co.uk
8708a99f-4b60-4317-89ab-72fe69341feb,337-573-0570,metamorphosishairstudiollc@gmail.com
bc41520e-1a59-4e41-acb0-5cb38eb5952c,402-649-0212,brookelynshair@gmail.com
eb9f41d8-3ab8-44b6-bb94-e3fdb9695246,715-832-1185,jengovinmiller@yahoo.com
a644c76c-079c-46aa-8c2f-24efebdfacef,610-544-0800,kat.spence240@gmail.com
b8aaa5b3-7b8f-42e4-9e23-520fb953007b,574-273-48302,bbhci@aol.com
dfb6a702-277f-4fdb-b2ec-b85a603c3681,419-843-4247,aparton2@gmail.com
838950c0-aff8-4ede-88c0-c0da086a505a,850-677-8017,sjizzo5@yahoo.com
60fffb66-99b7-450f-b4b5-7c52d9f569ac,301-620-1010,elivingzen@fastmail.com
0106f460-c1c4-43fa-8211-d54296388f5f,757-464-9400,dupressalon@gmail.com
c3a5f4e6-7db9-4bd7-8761-6f04c8f734f9,919-875-8668,hairextensions2@aol.com
13c8ca34-5b9e-43d8-8324-3fc0aaf38b70,920-731-7780,markbrettingen@sbcglobal.net
9991d7fb-4ebf-4a86-b0ca-3a14f553c498,952-475-0941,primpscheduling@gmail.com
de574ef3-9ef4-491c-afb4-fe33f3143919,336-574-0100,jamela@aspecialplacewigs.com
7f03356f-ab1a-4005-bd0c-2c074c2e4f66,510-851-3542,jeannegori@yahoo.com
410fea73-c478-41d4-b9df-fb4809245e94,508-834-7228,hairisjojo@gmail.com
e4311311-6ab6-4d94-8819-80c94e5084aa,641-793-6218,ng@hairlosssolutionsbynichelle.com
4c43bee2-681d-415a-85bf-1091a52eb580,402-397-2524,thobbs@bravadas.com
5bc511f2-4109-4552-83bd-8333b77c008c,713-781-2940,nicole.maples@gmail.com
c881bd45-9291-4f44-89c6-6d2086134898,806-283-0807,transitionswithapollo@gmail.com
1f1eb3f0-7f67-4217-bc6d-978784d37854,773-406-0964,ahairsolutions.chicago@gmail.com
80b8c2eb-c47f-4158-b44f-d1e56accab65,518-456-7775,clarkie2130@yahoo.com
63c6a45a-4402-45c2-8e13-c77f01d00041,662-843-7905,marilynnhewitt@gmail.com
e54a2ca1-304b-4a77-9751-5b9efcd01d4e,502-299-1648,delinda.parrott@gmail.com
cef74ca5-cc2b-40ba-91a1-3c07f6201e9b,865-924-5885,dreamweavercustomhairdesigns@gmail.com
e1c38638-abf7-436a-8df6-ac141e110f7e,636-317-1303,tina@studioseven-13.com
1dcd0610-3bcb-4240-8fcf-280dc04aea2d,440-231-0627,salonglow11@gmail.com
f28e664f-798e-4325-93a4-ebfa6d666ed7,604-534-5049,jaggard@telus.net
a55ed1de-4ccc-4911-9dc9-c627ce32d307,770-996-0538,n.gipp@newbeginningshairstudio.com
b8a3faae-0726-4c5d-9859-653184732088,309-635-4020,jerry@objetdarthair.com
92f33c27-ed1e-4808-8211-10f0e8e3a794,401-421-5989,keba170@cox.net
93bd7b92-fc4f-469f-8b21-5dc0326aa0c8,440-461-4247,renae.miller@live.com
87e345fe-cfcf-4c28-b6cf-d5da5864bf0c,330-339-6619,wallickhair@frontier.com
a343ceeb-179f-49bc-95dc-0228df306065,412-781-1024,shari@isleofyousalon.com
1e981b3b-df6e-46d9-ba7a-5731af4e571c,509-216-2647,mitzijudd@hotmail.com
12414f07-36b0-4417-a093-9c921720dbb9,(561) 799-2499,innovativehairsolutions@gmail.com
03a13566-770d-486e-b3a3-0267a9e39cb5,662-842-1222,tupelohairloss@gmail.com
dcf134d9-9dc7-4e3f-be94-53a1a8fd361f,404-375-4938,beppyvaughan@gmail.com
73a8f160-a51d-40f0-93a6-d75718a1bae3,770-499-1610,leigh180@bellsouth.net
126cc83d-b728-4def-9215-67c6c5c14c2e,424-288-4969,info@hairwithacause.com
11ff5d48-9d44-44d6-9b73-660d8c471500,910-321-1000,elitehairreplacement@gmail.com
d4db68a8-360f-4e52-b530-f105bfed679d,713-623-4247,ricky@hairandwellness.com
2403d7ec-aa1a-4964-a67c-39fb8a47f27e,513-560-9831,gailsbeautybratz@gmail.com
21f22315-e5d2-43a1-a71f-fa1a567b4624,570-730-4949,mixturahairstudio@gmail.com
3fa84a01-b299-4952-ab6a-97811fe33750,3177016091,thebarberbishop@gmail.com
9b869516-37cd-47c5-8e2a-1ea2f7a4d2cd,925-314-1760,hair2dye4@gmail.com
6c335802-61d1-4733-924d-4ebae15cfd2a,502-384-6780,awakenings01@icloud.com
4a77e7d5-062b-4f62-8b0e-f0748aaf4ae0,206-659-1969,fnstyling@gmail.com
f9549d61-f603-4bab-bb7f-ea6a5c8b2c9d,61894557447,simonelee27@gmail.com
f660834d-60d6-454f-bbb5-f258ba9e8726,510-301-1839,sankofabraiding@hotmail.com
b81947c9-d28f-460a-8bba-6256d1761240,949-887-4719,hairlossoc@gmail.com
863ef190-e688-4eab-b3f1-c883ba267cc7,937-279-2454,dawnrestoreshair@yahoo.com
a5918cb6-0c37-42d3-8478-c3d803798849,818-928-2865,
70e67665-4f79-4f2b-8a62-51a07681246a,615.721.8085,friends@ahlc.org
9ff59430-c0fd-4517-aa1f-8a3224a28e23,123.456.7890,testing@1domain.com
84f96850-0f8f-4107-a397-113b53c72b6f,+61 03 96465586,admin@carlalawson.com
d03f026d-4b7d-4fb2-a9ff-d24e0985f586,714-210-2488,miyoharaintl2@aol.com
9d01f013-ec8c-44df-a804-e6d7abf2e11a,954-661-3855,rhninkovich@gmail.com
388a4de2-d779-40dd-8746-597352bc5341,585-385-3667,schaefer_sherry@yahoo.com
2f56bc7f-f5a6-4f30-aa1e-b6d05f1644fb,972-212-4006,lcwigsnhair@gmail.com
1571aab0-63b5-465f-b129-11938b8f5f15,626-792-5829,hairbycesare@yahoo.com
40164a6b-9fe4-4ded-8f22-5d530fae1165,513-407-4994,spoilurottensalon@aol.com
2ab37413-6083-4685-8977-5b50fb3fbcfa,973-726-6262,
769b96c1-9770-44e6-9c4a-5ff85795e4f5,254.200.2911,
7f08ea60-9933-4b46-92cd-cbc818da30e9,480 429 3778,arizonawigboutique@cox.net
8f76dea3-e168-4d42-abb0-020d17ad2baa,469-438-8437,
8da03924-768f-44dd-b9ad-a1823a0ef8b7,+90 212 213 88 89,info@hairhotel.com.tr
bfecc8bf-5502-41e4-8472-5c834c41183a,561-880-7304,info@amandamajor.com
8af0d9e5-6194-429c-a52a-5ffb53c5a8fb,604-871-0111,
1597ea71-34b6-4cd2-8f4c-8908b48f4502,(310) 315-4989,faraznavi@gmail.com
76b52f3e-be1d-4bca-96c7-d3cd764e2697,719-471-9616,www.rubaiyat.com
12572e82-13b9-473f-85d0-4dc928ca643c,215-766-3858,www.thairstudio.com
4c5631c4-7778-49b0-854a-4ff7db3fee69,806-792-9411,
27a04df4-240d-4ff2-bcf4-26719f5d2a8f,509-542-8448,www.evolutionsalon.net
ac6e4bdb-eebc-42cc-bf99-8d10406f7878,612-813-0330,www.moxiesalon.com
adf50eb0-e20c-4668-a62c-c2f7aed7c08f,207-369-0477,www.gwi.net
c24154da-22bf-4a59-b7c1-b45b134932cf,Day Spa At Hair Plus,Day Spa At Hair Plus
7bcb9441-18ac-4aa9-ad9d-e179449ccbd8,865-986-7592,
27a2167f-fc00-4d1c-88f0-13b970f35f32,949-375-1210,www.sherryluxury.com
86a940c5-367e-4152-89ad-101092489cb3,859-987-3372,www.paulineshumanhair.com
1a93672a-a4d0-4a3c-9950-dcf28de8bb4c,973-835-9708,
7ffa7e4d-8275-41de-8363-683c1ae9e05d,501-690-4367,
dd1ebf6f-7c03-40e4-b867-2b87ff225ede,800-424-4247,www.medhaircenter.com
8aec73b4-df6c-43b2-860d-07666c254460,513-561-2022,
7ed80193-ace0-41fa-a213-cf2ffdb036b4,404-407-3227,www.americanhaircuts.com
82eda779-1049-49f1-aeeb-cdd1678c4475,415-701-7424,www.shaghairsalon.biz
9c09f695-1dc7-47fb-b211-b51e0dcb4d3f,334-636-2887,www.hairfinder.com
3bac8bae-1635-4077-ac94-7b7467ef97f9,231-773-2484,www.hairdirections.com
4667cdeb-cd56-48d9-b051-423e6a5ad711,212-752-5918,www.oneida-boces.org
983a7502-a144-4887-98e5-dac5066798b0,978-218-7317,www.poshhairsudbury.com
f21d2617-0826-4413-973e-7141b6b1d83b,412-687-6700,www.swankhairstudios.com
daa10342-a893-4bf6-8622-edddb5da2297,561-737-9575,www.imagefirst.biz
864c9ce9-c77d-468e-a18f-8a1437bdc4ab,310-310-3128,www.shinhair.com
3390ffcf-78de-46e5-956a-3b2ebddc4b76,786-483-7590,www.hairdoctors.net
