listing_id,day,opening_hours,closing_hours
7703997a-d866-4495-9fbf-84c0acbeec0f,Monday,09:00am,05:00pm
7703997a-d866-4495-9fbf-84c0acbeec0f,Tuesday,09:00am,05:00pm
7703997a-d866-4495-9fbf-84c0acbeec0f,Wednesday,09:00am,05:00pm
7703997a-d866-4495-9fbf-84c0acbeec0f,Thursday,09:00am,05:00pm
7703997a-d866-4495-9fbf-84c0acbeec0f,Friday,09:00am,05:00pm
141ce5f4-1a62-4897-bd82-234696a399ee,Monday,09:00am,05:00pm
141ce5f4-1a62-4897-bd82-234696a399ee,Tuesday,09:00am,05:00pm
141ce5f4-1a62-4897-bd82-234696a399ee,Wednesday,09:00am,05:00pm
141ce5f4-1a62-4897-bd82-234696a399ee,Thursday,09:00am,05:00pm
141ce5f4-1a62-4897-bd82-234696a399ee,Friday,09:00am,05:00pm
2bb03366-709d-458d-8643-e48b64e2b952,Monday,09:00am,05:00pm
2bb03366-709d-458d-8643-e48b64e2b952,Tuesday,09:00am,05:00pm
2bb03366-709d-458d-8643-e48b64e2b952,Wednesday,09:00am,05:00pm
2bb03366-709d-458d-8643-e48b64e2b952,Thursday,09:00am,05:00pm
2bb03366-709d-458d-8643-e48b64e2b952,Friday,09:00am,05:00pm
ca2ac472-24c5-450c-9741-b0489842c806,Monday,09:00am,05:00pm
ca2ac472-24c5-450c-9741-b0489842c806,Tuesday,09:00am,05:00pm
ca2ac472-24c5-450c-9741-b0489842c806,Wednesday,09:00am,05:00pm
ca2ac472-24c5-450c-9741-b0489842c806,Thursday,09:00am,05:00pm
ca2ac472-24c5-450c-9741-b0489842c806,Friday,09:00am,05:00pm
f3a3b17b-5fdf-4d23-ade4-16bb58fc838e,Monday,09:00am,05:00pm
f3a3b17b-5fdf-4d23-ade4-16bb58fc838e,Tuesday,09:00am,05:00pm
f3a3b17b-5fdf-4d23-ade4-16bb58fc838e,Wednesday,09:00am,05:00pm
f3a3b17b-5fdf-4d23-ade4-16bb58fc838e,Thursday,09:00am,05:00pm
f3a3b17b-5fdf-4d23-ade4-16bb58fc838e,Friday,09:00am,05:00pm
8a8966ac-3299-4d25-a079-d02346b09318,Monday,09:00am,05:00pm
8a8966ac-3299-4d25-a079-d02346b09318,Tuesday,09:00am,05:00pm
8a8966ac-3299-4d25-a079-d02346b09318,Wednesday,09:00am,05:00pm
8a8966ac-3299-4d25-a079-d02346b09318,Thursday,09:00am,05:00pm
8a8966ac-3299-4d25-a079-d02346b09318,Friday,09:00am,05:00pm
0686902e-ec46-4896-a4fe-f15a38d3df00,Monday,09:00am,05:00pm
0686902e-ec46-4896-a4fe-f15a38d3df00,Tuesday,09:00am,05:00pm
0686902e-ec46-4896-a4fe-f15a38d3df00,Wednesday,09:00am,05:00pm
0686902e-ec46-4896-a4fe-f15a38d3df00,Thursday,09:00am,05:00pm
0686902e-ec46-4896-a4fe-f15a38d3df00,Friday,09:00am,05:00pm
c9ce27a1-791a-4247-8a40-d09318e95920,Monday,09:00am,05:00pm
c9ce27a1-791a-4247-8a40-d09318e95920,Tuesday,09:00am,05:00pm
c9ce27a1-791a-4247-8a40-d09318e95920,Wednesday,09:00am,05:00pm
c9ce27a1-791a-4247-8a40-d09318e95920,Thursday,09:00am,05:00pm
c9ce27a1-791a-4247-8a40-d09318e95920,Friday,09:00am,05:00pm
c9ce27a1-791a-4247-8a40-d09318e95920,Saturday,09:00am,05:00pm
eda2a742-c256-4192-bd78-b2ef894c49dd,Monday,09:00am,05:00pm
eda2a742-c256-4192-bd78-b2ef894c49dd,Tuesday,09:00am,05:00pm
eda2a742-c256-4192-bd78-b2ef894c49dd,Wednesday,09:00am,05:00pm
eda2a742-c256-4192-bd78-b2ef894c49dd,Thursday,09:00am,05:00pm
eda2a742-c256-4192-bd78-b2ef894c49dd,Friday,09:00am,05:00pm
0d4f01ce-fd5b-4885-923b-2b44275e9e2f,Monday,09:00am,05:00pm
0d4f01ce-fd5b-4885-923b-2b44275e9e2f,Tuesday,09:00am,05:00pm
0d4f01ce-fd5b-4885-923b-2b44275e9e2f,Wednesday,09:00am,05:00pm
0d4f01ce-fd5b-4885-923b-2b44275e9e2f,Thursday,09:00am,05:00pm
0d4f01ce-fd5b-4885-923b-2b44275e9e2f,Friday,09:00am,05:00pm
aac9279d-2d62-41de-99c7-a6acac195cbf,Monday,09:00am,05:00pm
aac9279d-2d62-41de-99c7-a6acac195cbf,Tuesday,09:00am,05:00pm
aac9279d-2d62-41de-99c7-a6acac195cbf,Wednesday,09:00am,05:00pm
aac9279d-2d62-41de-99c7-a6acac195cbf,Thursday,09:00am,05:00pm
aac9279d-2d62-41de-99c7-a6acac195cbf,Friday,09:00am,05:00pm
3ed94228-c5a3-4833-9248-d72a348f3777,Monday,09:00am,05:00pm
3ed94228-c5a3-4833-9248-d72a348f3777,Tuesday,09:00am,05:00pm
3ed94228-c5a3-4833-9248-d72a348f3777,Wednesday,09:00am,05:00pm
3ed94228-c5a3-4833-9248-d72a348f3777,Thursday,09:00am,05:00pm
3ed94228-c5a3-4833-9248-d72a348f3777,Friday,09:00am,05:00pm
26d8ebbf-b279-4b59-a691-1dc29327bac8,Monday,09:00am,05:00pm
26d8ebbf-b279-4b59-a691-1dc29327bac8,Tuesday,09:00am,05:00pm
26d8ebbf-b279-4b59-a691-1dc29327bac8,Wednesday,09:00am,05:00pm
26d8ebbf-b279-4b59-a691-1dc29327bac8,Thursday,09:00am,05:00pm
26d8ebbf-b279-4b59-a691-1dc29327bac8,Friday,09:00am,05:00pm
4de9e056-cc77-4d8a-84bf-fa75a4ce3f56,Monday,09:00am,05:00pm
4de9e056-cc77-4d8a-84bf-fa75a4ce3f56,Tuesday,09:00am,05:00pm
4de9e056-cc77-4d8a-84bf-fa75a4ce3f56,Wednesday,09:00am,05:00pm
4de9e056-cc77-4d8a-84bf-fa75a4ce3f56,Thursday,09:00am,05:00pm
4de9e056-cc77-4d8a-84bf-fa75a4ce3f56,Friday,09:00am,05:00pm
71644d2f-154d-49d6-9d9d-1709cae47090,Monday,09:00am,05:00pm
71644d2f-154d-49d6-9d9d-1709cae47090,Tuesday,09:00am,05:00pm
71644d2f-154d-49d6-9d9d-1709cae47090,Wednesday,09:00am,05:00pm
71644d2f-154d-49d6-9d9d-1709cae47090,Thursday,09:00am,05:00pm
71644d2f-154d-49d6-9d9d-1709cae47090,Friday,09:00am,05:00pm
4380b2e8-c8ed-4d10-b7fc-c66811e14c43,Monday,09:00am,05:00pm
4380b2e8-c8ed-4d10-b7fc-c66811e14c43,Tuesday,09:00am,05:00pm
4380b2e8-c8ed-4d10-b7fc-c66811e14c43,Wednesday,09:00am,05:00pm
4380b2e8-c8ed-4d10-b7fc-c66811e14c43,Thursday,09:00am,05:00pm
4380b2e8-c8ed-4d10-b7fc-c66811e14c43,Friday,09:00am,05:00pm
e3b89c73-4cf7-407d-865b-052e55f4a5e5,Monday,09:00am,05:00pm
e3b89c73-4cf7-407d-865b-052e55f4a5e5,Tuesday,09:00am,05:00pm
e3b89c73-4cf7-407d-865b-052e55f4a5e5,Wednesday,09:00am,05:00pm
e3b89c73-4cf7-407d-865b-052e55f4a5e5,Thursday,09:00am,05:00pm
e3b89c73-4cf7-407d-865b-052e55f4a5e5,Friday,09:00am,05:00pm
9f42611b-bda4-4f7f-9821-90d6ba515eac,Monday,09:00am,05:00pm
9f42611b-bda4-4f7f-9821-90d6ba515eac,Tuesday,09:00am,05:00pm
9f42611b-bda4-4f7f-9821-90d6ba515eac,Wednesday,09:00am,05:00pm
9f42611b-bda4-4f7f-9821-90d6ba515eac,Thursday,09:00am,05:00pm
9f42611b-bda4-4f7f-9821-90d6ba515eac,Friday,09:00am,05:00pm
676e1bee-2e5c-4e6f-81c1-b7e9d0a780c4,Monday,09:00am,05:00pm
676e1bee-2e5c-4e6f-81c1-b7e9d0a780c4,Tuesday,09:00am,05:00pm
676e1bee-2e5c-4e6f-81c1-b7e9d0a780c4,Wednesday,09:00am,05:00pm
676e1bee-2e5c-4e6f-81c1-b7e9d0a780c4,Thursday,09:00am,05:00pm
676e1bee-2e5c-4e6f-81c1-b7e9d0a780c4,Friday,09:00am,05:00pm
139f3a73-103c-47e2-ab21-c020c6482aec,Monday,09:00am,05:00pm
139f3a73-103c-47e2-ab21-c020c6482aec,Tuesday,09:00am,05:00pm
139f3a73-103c-47e2-ab21-c020c6482aec,Wednesday,09:00am,05:00pm
139f3a73-103c-47e2-ab21-c020c6482aec,Thursday,09:00am,05:00pm
139f3a73-103c-47e2-ab21-c020c6482aec,Friday,09:00am,05:00pm
26a7ba68-2aba-4f2b-8c67-3c3572806e68,Monday,09:00am,05:00pm
26a7ba68-2aba-4f2b-8c67-3c3572806e68,Tuesday,09:00am,05:00pm
26a7ba68-2aba-4f2b-8c67-3c3572806e68,Wednesday,09:00am,05:00pm
26a7ba68-2aba-4f2b-8c67-3c3572806e68,Thursday,09:00am,05:00pm
26a7ba68-2aba-4f2b-8c67-3c3572806e68,Friday,09:00am,05:00pm
3187819c-1ecd-49b1-afe2-27816eb08ab9,Monday,09:00am,05:00pm
3187819c-1ecd-49b1-afe2-27816eb08ab9,Tuesday,09:00am,05:00pm
3187819c-1ecd-49b1-afe2-27816eb08ab9,Wednesday,09:00am,05:00pm
3187819c-1ecd-49b1-afe2-27816eb08ab9,Thursday,09:00am,05:00pm
3187819c-1ecd-49b1-afe2-27816eb08ab9,Friday,09:00am,05:00pm
f466b525-3a80-433e-9a2f-b9564f7f8158,Monday,09:00am,05:00pm
f466b525-3a80-433e-9a2f-b9564f7f8158,Tuesday,09:00am,05:00pm
f466b525-3a80-433e-9a2f-b9564f7f8158,Wednesday,09:00am,05:00pm
f466b525-3a80-433e-9a2f-b9564f7f8158,Thursday,09:00am,05:00pm
f466b525-3a80-433e-9a2f-b9564f7f8158,Friday,09:00am,05:00pm
fa87c8bd-17fa-45ab-b287-71162695db3b,Monday,09:00am,05:00pm
fa87c8bd-17fa-45ab-b287-71162695db3b,Tuesday,09:00am,05:00pm
fa87c8bd-17fa-45ab-b287-71162695db3b,Wednesday,09:00am,05:00pm
fa87c8bd-17fa-45ab-b287-71162695db3b,Thursday,09:00am,05:00pm
fa87c8bd-17fa-45ab-b287-71162695db3b,Friday,09:00am,05:00pm
6ddcac36-aaa8-4016-9175-b29a983df742,Monday,09:00am,05:00pm
6ddcac36-aaa8-4016-9175-b29a983df742,Tuesday,09:00am,05:00pm
6ddcac36-aaa8-4016-9175-b29a983df742,Wednesday,09:00am,05:00pm
6ddcac36-aaa8-4016-9175-b29a983df742,Thursday,09:00am,05:00pm
6ddcac36-aaa8-4016-9175-b29a983df742,Friday,09:00am,05:00pm
6226793e-3570-4bac-8ac1-0c0a7895b1a9,Monday,09:00am,05:00pm
6226793e-3570-4bac-8ac1-0c0a7895b1a9,Tuesday,09:00am,05:00pm
6226793e-3570-4bac-8ac1-0c0a7895b1a9,Wednesday,09:00am,05:00pm
6226793e-3570-4bac-8ac1-0c0a7895b1a9,Thursday,09:00am,05:00pm
6226793e-3570-4bac-8ac1-0c0a7895b1a9,Friday,09:00am,05:00pm
d52c962b-dc99-4860-b5e1-ff27ee5fb3db,Monday,09:00am,05:00pm
d52c962b-dc99-4860-b5e1-ff27ee5fb3db,Tuesday,09:00am,05:00pm
d52c962b-dc99-4860-b5e1-ff27ee5fb3db,Wednesday,09:00am,05:00pm
d52c962b-dc99-4860-b5e1-ff27ee5fb3db,Thursday,09:00am,05:00pm
d52c962b-dc99-4860-b5e1-ff27ee5fb3db,Friday,09:00am,05:00pm
34e9ae1e-c9d5-4ed8-8243-df7056658ff2,Monday,09:00am,05:00pm
34e9ae1e-c9d5-4ed8-8243-df7056658ff2,Tuesday,09:00am,05:00pm
34e9ae1e-c9d5-4ed8-8243-df7056658ff2,Wednesday,09:00am,05:00pm
34e9ae1e-c9d5-4ed8-8243-df7056658ff2,Thursday,09:00am,05:00pm
34e9ae1e-c9d5-4ed8-8243-df7056658ff2,Friday,09:00am,05:00pm
4421ee83-4da8-493c-aa11-9f343a4fe9cb,Monday,09:00am,05:00pm
4421ee83-4da8-493c-aa11-9f343a4fe9cb,Tuesday,09:00am,05:00pm
4421ee83-4da8-493c-aa11-9f343a4fe9cb,Wednesday,09:00am,05:00pm
4421ee83-4da8-493c-aa11-9f343a4fe9cb,Thursday,09:00am,05:00pm
4421ee83-4da8-493c-aa11-9f343a4fe9cb,Friday,09:00am,05:00pm
120405a0-ec0d-46b2-a96f-f65d23c273af,Monday,09:00am,05:00pm
120405a0-ec0d-46b2-a96f-f65d23c273af,Tuesday,09:00am,05:00pm
120405a0-ec0d-46b2-a96f-f65d23c273af,Wednesday,09:00am,05:00pm
120405a0-ec0d-46b2-a96f-f65d23c273af,Thursday,09:00am,05:00pm
120405a0-ec0d-46b2-a96f-f65d23c273af,Friday,09:00am,05:00pm
fdd4a3fb-244b-472c-8a28-e50d7f97d43e,Monday,09:00am,05:00pm
fdd4a3fb-244b-472c-8a28-e50d7f97d43e,Tuesday,09:00am,05:00pm
fdd4a3fb-244b-472c-8a28-e50d7f97d43e,Wednesday,09:00am,05:00pm
fdd4a3fb-244b-472c-8a28-e50d7f97d43e,Thursday,09:00am,05:00pm
fdd4a3fb-244b-472c-8a28-e50d7f97d43e,Friday,09:00am,05:00pm
70060798-01bb-4bcb-9c10-f73a619c5a84,Monday,09:00am,05:00pm
70060798-01bb-4bcb-9c10-f73a619c5a84,Tuesday,09:00am,05:00pm
70060798-01bb-4bcb-9c10-f73a619c5a84,Wednesday,09:00am,05:00pm
70060798-01bb-4bcb-9c10-f73a619c5a84,Thursday,09:00am,05:00pm
70060798-01bb-4bcb-9c10-f73a619c5a84,Friday,09:00am,05:00pm
3e6ec5d4-4b4f-46a9-894f-0edcabf7cd72,Monday,09:00am,05:00pm
3e6ec5d4-4b4f-46a9-894f-0edcabf7cd72,Tuesday,09:00am,05:00pm
3e6ec5d4-4b4f-46a9-894f-0edcabf7cd72,Wednesday,09:00am,05:00pm
3e6ec5d4-4b4f-46a9-894f-0edcabf7cd72,Thursday,09:00am,05:00pm
3e6ec5d4-4b4f-46a9-894f-0edcabf7cd72,Friday,09:00am,05:00pm
dfdb345b-7c05-43ac-8e76-2e53ee4123fe,Monday,09:00am,05:00pm
dfdb345b-7c05-43ac-8e76-2e53ee4123fe,Tuesday,09:00am,05:00pm
dfdb345b-7c05-43ac-8e76-2e53ee4123fe,Wednesday,09:00am,05:00pm
dfdb345b-7c05-43ac-8e76-2e53ee4123fe,Thursday,09:00am,05:00pm
dfdb345b-7c05-43ac-8e76-2e53ee4123fe,Friday,09:00am,05:00pm
26ee6c8f-df81-4d7f-a146-cb17c2694094,Monday,09:00am,05:00pm
26ee6c8f-df81-4d7f-a146-cb17c2694094,Tuesday,09:00am,05:00pm
26ee6c8f-df81-4d7f-a146-cb17c2694094,Wednesday,09:00am,05:00pm
26ee6c8f-df81-4d7f-a146-cb17c2694094,Thursday,09:00am,05:00pm
26ee6c8f-df81-4d7f-a146-cb17c2694094,Friday,09:00am,05:00pm
1dbb2eca-75ba-4fdd-923d-5dd603080639,Monday,09:00am,05:00pm
1dbb2eca-75ba-4fdd-923d-5dd603080639,Tuesday,09:00am,05:00pm
1dbb2eca-75ba-4fdd-923d-5dd603080639,Wednesday,09:00am,05:00pm
1dbb2eca-75ba-4fdd-923d-5dd603080639,Thursday,09:00am,05:00pm
1dbb2eca-75ba-4fdd-923d-5dd603080639,Friday,09:00am,05:00pm
d6610a86-53c5-4bb1-a25c-6cf9a137cc4a,Monday,09:00am,05:00pm
d6610a86-53c5-4bb1-a25c-6cf9a137cc4a,Tuesday,09:00am,05:00pm
d6610a86-53c5-4bb1-a25c-6cf9a137cc4a,Wednesday,09:00am,05:00pm
d6610a86-53c5-4bb1-a25c-6cf9a137cc4a,Thursday,09:00am,05:00pm
d6610a86-53c5-4bb1-a25c-6cf9a137cc4a,Friday,09:00am,05:00pm
eb5cf3ad-30a9-46dc-98f3-4425f79ead72,Monday,09:00am,05:00pm
eb5cf3ad-30a9-46dc-98f3-4425f79ead72,Tuesday,09:00am,05:00pm
eb5cf3ad-30a9-46dc-98f3-4425f79ead72,Wednesday,09:00am,05:00pm
eb5cf3ad-30a9-46dc-98f3-4425f79ead72,Thursday,09:00am,05:00pm
eb5cf3ad-30a9-46dc-98f3-4425f79ead72,Friday,09:00am,05:00pm
7a60620f-2378-4f16-9e1e-0cc397671358,Monday,09:00am,05:00pm
7a60620f-2378-4f16-9e1e-0cc397671358,Tuesday,09:00am,05:00pm
7a60620f-2378-4f16-9e1e-0cc397671358,Wednesday,09:00am,05:00pm
7a60620f-2378-4f16-9e1e-0cc397671358,Thursday,09:00am,05:00pm
7a60620f-2378-4f16-9e1e-0cc397671358,Friday,09:00am,05:00pm
c49bb3ea-614d-4885-ba99-c92b971625f5,Monday,09:00am,05:00pm
c49bb3ea-614d-4885-ba99-c92b971625f5,Tuesday,09:00am,05:00pm
c49bb3ea-614d-4885-ba99-c92b971625f5,Wednesday,09:00am,05:00pm
c49bb3ea-614d-4885-ba99-c92b971625f5,Thursday,09:00am,05:00pm
c49bb3ea-614d-4885-ba99-c92b971625f5,Friday,09:00am,05:00pm
1633f753-dd24-434f-962f-b6afc4c90814,Monday,09:00am,05:00pm
1633f753-dd24-434f-962f-b6afc4c90814,Tuesday,09:00am,05:00pm
1633f753-dd24-434f-962f-b6afc4c90814,Wednesday,09:00am,05:00pm
1633f753-dd24-434f-962f-b6afc4c90814,Thursday,09:00am,05:00pm
1633f753-dd24-434f-962f-b6afc4c90814,Friday,09:00am,05:00pm
5b3b0176-10af-4659-a47f-d894f15dadc1,Monday,09:00am,05:00pm
5b3b0176-10af-4659-a47f-d894f15dadc1,Tuesday,09:00am,05:00pm
5b3b0176-10af-4659-a47f-d894f15dadc1,Wednesday,09:00am,05:00pm
5b3b0176-10af-4659-a47f-d894f15dadc1,Thursday,09:00am,05:00pm
5b3b0176-10af-4659-a47f-d894f15dadc1,Friday,09:00am,05:00pm
549f4546-060d-49bd-8d26-c0f18116fe6a,Monday,09:00am,05:00pm
549f4546-060d-49bd-8d26-c0f18116fe6a,Tuesday,09:00am,05:00pm
549f4546-060d-49bd-8d26-c0f18116fe6a,Wednesday,09:00am,05:00pm
549f4546-060d-49bd-8d26-c0f18116fe6a,Thursday,09:00am,05:00pm
549f4546-060d-49bd-8d26-c0f18116fe6a,Friday,09:00am,05:00pm
f861ca94-cf90-4bcc-926d-bfa1c7b9d4cb,Monday,09:00am,05:00pm
f861ca94-cf90-4bcc-926d-bfa1c7b9d4cb,Tuesday,09:00am,05:00pm
f861ca94-cf90-4bcc-926d-bfa1c7b9d4cb,Wednesday,09:00am,05:00pm
f861ca94-cf90-4bcc-926d-bfa1c7b9d4cb,Thursday,09:00am,05:00pm
f861ca94-cf90-4bcc-926d-bfa1c7b9d4cb,Friday,09:00am,05:00pm
1597ea71-34b6-4cd2-8f4c-8908b48f4502,Monday,09:00am,05:00pm
1597ea71-34b6-4cd2-8f4c-8908b48f4502,Tuesday,09:00am,05:00pm
1597ea71-34b6-4cd2-8f4c-8908b48f4502,Wednesday,09:00am,05:00pm
1597ea71-34b6-4cd2-8f4c-8908b48f4502,Thursday,09:00am,05:00pm
1597ea71-34b6-4cd2-8f4c-8908b48f4502,Friday,09:00am,05:00pm
c1e49482-ee2f-485e-84fb-9ebc8b5384f2,Monday,09:00am,05:00pm
c1e49482-ee2f-485e-84fb-9ebc8b5384f2,Tuesday,09:00am,05:00pm
c1e49482-ee2f-485e-84fb-9ebc8b5384f2,Wednesday,09:00am,05:00pm
c1e49482-ee2f-485e-84fb-9ebc8b5384f2,Thursday,09:00am,05:00pm
c1e49482-ee2f-485e-84fb-9ebc8b5384f2,Friday,09:00am,05:00pm
2cec85ce-977c-43ef-a0b6-1ce8a41e3d2e,Monday,09:00am,05:00pm
2cec85ce-977c-43ef-a0b6-1ce8a41e3d2e,Tuesday,09:00am,05:00pm
2cec85ce-977c-43ef-a0b6-1ce8a41e3d2e,Wednesday,09:00am,05:00pm
2cec85ce-977c-43ef-a0b6-1ce8a41e3d2e,Thursday,09:00am,05:00pm
2cec85ce-977c-43ef-a0b6-1ce8a41e3d2e,Friday,09:00am,05:00pm
b0e3121d-3848-4ad1-87e0-577f89217f09,Monday,09:00am,05:00pm
b0e3121d-3848-4ad1-87e0-577f89217f09,Tuesday,09:00am,05:00pm
b0e3121d-3848-4ad1-87e0-577f89217f09,Wednesday,09:00am,05:00pm
b0e3121d-3848-4ad1-87e0-577f89217f09,Thursday,09:00am,05:00pm
b0e3121d-3848-4ad1-87e0-577f89217f09,Friday,09:00am,05:00pm
66b162fe-3098-4a96-82be-4fbf9620356a,Monday,09:00am,05:00pm
66b162fe-3098-4a96-82be-4fbf9620356a,Tuesday,09:00am,05:00pm
66b162fe-3098-4a96-82be-4fbf9620356a,Wednesday,09:00am,05:00pm
66b162fe-3098-4a96-82be-4fbf9620356a,Thursday,09:00am,05:00pm
66b162fe-3098-4a96-82be-4fbf9620356a,Friday,09:00am,05:00pm
7a980570-d877-4795-965f-0e3c09469772,Monday,09:00am,05:00pm
7a980570-d877-4795-965f-0e3c09469772,Tuesday,09:00am,05:00pm
7a980570-d877-4795-965f-0e3c09469772,Wednesday,09:00am,05:00pm
7a980570-d877-4795-965f-0e3c09469772,Thursday,09:00am,05:00pm
7a980570-d877-4795-965f-0e3c09469772,Friday,09:00am,05:00pm
995509c1-1a65-428a-95bc-63fd5d185162,Monday,09:00am,05:00pm
995509c1-1a65-428a-95bc-63fd5d185162,Tuesday,09:00am,05:00pm
995509c1-1a65-428a-95bc-63fd5d185162,Wednesday,09:00am,05:00pm
995509c1-1a65-428a-95bc-63fd5d185162,Thursday,09:00am,05:00pm
995509c1-1a65-428a-95bc-63fd5d185162,Friday,09:00am,05:00pm
96468717-fa26-4828-bb78-c58b57648dda,Monday,09:00am,05:00pm
96468717-fa26-4828-bb78-c58b57648dda,Tuesday,09:00am,05:00pm
96468717-fa26-4828-bb78-c58b57648dda,Wednesday,09:00am,05:00pm
96468717-fa26-4828-bb78-c58b57648dda,Thursday,09:00am,05:00pm
96468717-fa26-4828-bb78-c58b57648dda,Friday,09:00am,05:00pm
b91c3da1-8ce1-4bdd-9aca-42303f906db7,Monday,09:00am,05:00pm
b91c3da1-8ce1-4bdd-9aca-42303f906db7,Tuesday,09:00am,05:00pm
b91c3da1-8ce1-4bdd-9aca-42303f906db7,Wednesday,09:00am,05:00pm
b91c3da1-8ce1-4bdd-9aca-42303f906db7,Thursday,09:00am,05:00pm
b91c3da1-8ce1-4bdd-9aca-42303f906db7,Friday,09:00am,05:00pm
9e27863d-3c63-4d75-bd1f-31f6eaf8efe4,Monday,09:00am,05:00pm
9e27863d-3c63-4d75-bd1f-31f6eaf8efe4,Tuesday,09:00am,05:00pm
9e27863d-3c63-4d75-bd1f-31f6eaf8efe4,Wednesday,09:00am,05:00pm
9e27863d-3c63-4d75-bd1f-31f6eaf8efe4,Thursday,09:00am,05:00pm
9e27863d-3c63-4d75-bd1f-31f6eaf8efe4,Friday,09:00am,05:00pm
cbac0e35-351b-4181-a9f0-902e4ed2409a,Monday,09:00am,05:00pm
cbac0e35-351b-4181-a9f0-902e4ed2409a,Tuesday,09:00am,05:00pm
cbac0e35-351b-4181-a9f0-902e4ed2409a,Wednesday,09:00am,05:00pm
cbac0e35-351b-4181-a9f0-902e4ed2409a,Thursday,09:00am,05:00pm
cbac0e35-351b-4181-a9f0-902e4ed2409a,Friday,09:00am,05:00pm
5498f899-4bb3-4a77-a648-a2b203eff131,Monday,09:00am,05:00pm
5498f899-4bb3-4a77-a648-a2b203eff131,Tuesday,09:00am,05:00pm
